ID,Title,Content,Short Description,Sku,Price,Regular Price,Sale Price,Total Sales,Eligibility,Next Highe Aassembly,OEM,OEM Part Number,TBQ,Categories
2802,P00789,"Gasket, Sealing","Gasket, Sealing",caf12a42dc38,33.16,33.16,,17,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL B4-622, A300 MODEL","350880 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-1 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-2 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 350880-3 : VARIABLE DISPLACEMENT HYDRAULIC PUM",Eaton Vickers,353849,no,Uncategorized
2803,P00798,Faucet Housing,Faucet Housing,a518ccfeae60,10000,10000,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY",Aqua-Butzke,100-05-742,yes,"2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY"
2804,P00800,Ring Set,Ring Set,a03cfd33ac79,1132.37,1132.37,,8,CF6-80C2D1F,3290280-3 : PYLON PRV,Honeywell,3174599-2,no,3290280-3 : PYLON PRV
2805,P00801,Seal,Seal,b080e55ed7cd,10000,10000,,0,"ATR42-200, ATR42-300, ATR42-320, ATR42-500, ATR72-101, ATR72-201, ATR72-102, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","""3215622-1 : 2"""" DIAMETER PRSOV""",Honeywell,690200-4,yes,"""3215622-1 : 2"""" DIAMETER PRSOV"""
2806,P00802,Guide,Guide,b3f83a8060b0,10000,10000,,0,"ATR42-300, ATR42-500, ATR72-101, ATR72-201, ATR72-102, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, 717-200, 737-400, 737-800, 757-200, 757-200PF, 767-200, 767-300, 767-300F, 767-400ER, CL-600-2B19 (","3214442-4 : 2"" PRSOV, ""3214958-1 : 2"""" PRSOV"", ""3214958-2 : 2"""" PRSOV"", ""3214960-2 : 1-1/2"""" PRSOV"", ""3214960-3 : 1-1/2"""" PRSOV"", ""3215622-1 : 2"""" DIAMETER PRSOV"", ""3215622-2 : 2"""" DIAM",Honeywell,3163812-12,yes,Uncategorized
2807,P00803,"Seal, Dynamic, LP, Female","Seal, Dynamic, LP, Female",ae2fa3b6930d,54.22,54.22,,24,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,",31075Series : ELEVATOR SERVOCONTROL,Goodrich,329196-023,no,31075Series : ELEVATOR SERVOCONTROL
2808,P00809,Diaphragm,Diaphragm,eea81f09636e,10000,10000,,0,,"3290694-4 : PNEU. BUTTERFLY SOV, 3290694-5 : PNEU. BUTTERFLY SOV, 3291172-3 : PNEU. BUTTERFLY SOV, 3291339-2 : STARTER CONTROL VALVE, 3291339-3 : STARTER CONTROL VALVE, ""979826-11 : 4""""",Honeywell,975974-3,yes,Uncategorized
2809,P00810,"Bar, Tension","Bar, Tension",7f59af7e2e8c,738.89,738.89,,0,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),3505188-9 : AIR TURBINE ENGINE STARTER,Honeywell,3503653-1,no,3505188-9 : AIR TURBINE ENGINE STARTER
2810,P00811,Gasket,Gasket,9c3a796dda6e,74.24,74.24,,1,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),3505188-9 : AIR TURBINE ENGINE STARTER,Honeywell,361753-1,no,3505188-9 : AIR TURBINE ENGINE STARTER
2811,P00812,Spring Set,Spring Set,ae3120db6c7c,787.51,787.51,,3,"747-400, 747-400F, 767-300","3505436-6-1 : AIR TURBINE ENGINE STARTER, 3505436-7 : AIR TURBINE ENGINE STARTER",Honeywell,3502132-8,no,"3505436-6-1 : AIR TURBINE ENGINE STARTER, 3505436-7 : AIR TURBINE ENGINE STARTER"
2812,P00813,Spring,Spring,ccbfb8386c04,59.85,59.85,,0,"747-400, 747-400F, 767-300, PW4050, PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4074, PW4077",1108V0100 : DUAL 3-WAY PNEU. SOLENOID AIR VALVE,Honeywell,1108V0110,no,1108V0100 : DUAL 3-WAY PNEU. SOLENOID AIR VALVE
2813,P00814,"Spring Damper, Outer","Spring Damper, Outer",973923b67b06,416.93,416.93,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0284-1,no,"1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE"
2814,P00815,Spring Set,Spring Set,40605db10f2c,173.54,173.54,,0,"737-300, 737-400, 737-500","3505526-3-1 : AIR TURBINE ENGINE STARTER, 3505526-4-1 : AIR TURBINE ENGINE STARTER, 3505526-5-1 : AIR TURBINE ENGINE STARTER, 3505526-6-1 : AIR TURBINE ENGINE STARTER, 3505526-7-1 : AIR TUR",Honeywell,3502093-2,no,Uncategorized
2815,P00816,"Spring, Outer","Spring, Outer",f5c99cdcb6ad,401.24,401.24,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0140-1,no,"1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE"
2816,P00817,"Spring Damper, Inner","Spring Damper, Inner",21135bee1acd,497.59,497.59,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0284-2,no,"1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE"
2817,P00818,"Spring, Inner","Spring, Inner",8382a09463eb,111.46,111.46,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE",Honeywell,540-0139-1,no,"1110V0700-4 : TURBINE BLADE/VANE COOLING VALVE, 1110V0700-5 : TURBINE BLADE/VANE COOLING VALVE"
2818,P00819,Spring -Helical,Spring -Helical,da3ecdd4bc77,2.84,2.84,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098","5006834 : FUEL GEAR PUMP ASSEMBLY , 5007246 : FUEL GEAR PUMP ASSEMBLY , 5010224Series : FUEL GEAR PUMP ASSEMBLY",Hamilton Sundstrand,5903151,no,"5006834 : FUEL GEAR PUMP ASSEMBLY , 5007246 : FUEL GEAR PUMP ASSEMBLY , 5010224Series : FUEL GEAR PUMP ASSEMBLY"
2819,P00820,Spring,Spring,ae68101d058f,159.44,159.44,,0,"747-400, 757-200, 767-300, 777-200","1000679-001 : LEGREST EXTENSION LINKAGE ASSEMBLY , 125404-01 : LEGREST SLIDING FRAME ASSEMBLY",B/E Aerospace,125842-01,no,"1000679-001 : LEGREST EXTENSION LINKAGE ASSEMBLY , 125404-01 : LEGREST SLIDING FRAME ASSEMBLY"
2820,P00827,"Adapter, Spline","Adapter, Spline",60071b2ee484,10000,10000,,0,"PW4052, PW4056, PW4060, PW4060A, PW4060C, PW4062, PW4152, PW4156, PW4156A, PW4158, PW4460, PW4462, PW4164, PW4168, PW4168A, PW4074, PW4077, PW4077D, PW4084D, PW4090, PW4074D, PW4090D, PW098",55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Parker Hannifin,21701,yes,55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP
2821,P00828,"Shaft, External Drive","Shaft, External Drive",4948760ba850,339.27,339.27,,1,"737-200, 737-300, 737-400, 737-500",55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Parker Hannifin,21196,no,55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP
2822,P00838,Bushing,Bushing,c28051175b63,326.68,326.68,,0,"747-200B, 747-200F, 747-200C, 747SP, 747-400, 747-400F, 747-8","28B263-13A : AC GENERATOR, 28B263-13B : AC GENERATOR",Honeywell,1594329-1,no,"28B263-13A : AC GENERATOR, 28B263-13B : AC GENERATOR"
2823,P00839,Thermal Protector,Thermal Protector,ea27ddf7b833,628.9,628.9,,0,MD-11F,"6315F0001-01 : ROLLER ASSEMBLY, 6315G0001-01 : ROLLER ASSEMBLY, 6315H0001-01 : ROLLER ASSEMBLY, 6315J0001-01 : ROLLER ASSEMBLY",Eaton Vickers,6315-0118-02-04,no,"6315F0001-01 : ROLLER ASSEMBLY, 6315G0001-01 : ROLLER ASSEMBLY, 6315H0001-01 : ROLLER ASSEMBLY, 6315J0001-01 : ROLLER ASSEMBLY"
2824,P00844,Diaphragm,Diaphragm,30808a0c2fb8,175.74,175.74,,2,"A310 MODEL 204, A310 MODEL 304, A300 MODEL B4-603, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2A5F","3214886-2 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE",Honeywell,887795-3,no,"3214886-2 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE"
2825,P00846,Diaphragm,Diaphragm,24b1b3ac42d5,104.32,104.32,,4,"A300 MODEL B4-103, A300 MODEL B2-203, A310 MODEL 204, A310 MODEL 222, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL C4-605R VARI","3161157-5 : DIAPHRAGM ASSY, 3213754-2 : PNEU. PRV, 3214886-2 : PNEU. PRV, 3214888-2 : PNEU. PRV, 898584-9 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV""",Honeywell,3161154-2,no,"3161157-5 : DIAPHRAGM ASSY, 3213754-2 : PNEU. PRV, 3214886-2 : PNEU. PRV, 3214888-2 : PNEU. PRV, 898584-9 : PNEU. PRV, 898626-4 : PRESS. REG. VALVE, ""898806-1 : 6"""" PNEU. PRV"""
2826,P00856,Pilot Valve And Bushing Assy,Pilot Valve And Bushing Assy,71752ffc5a66,1921.83,1921.83,,0,"CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440), DHC-8-300","731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,428371,no,"731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2827,P00857,"Filter, Outlet Assembly","Filter, Outlet Assembly",7eda6983c642,55.77,55.77,,0,"737-700, 737-800, 737-600, 737-900, 747-400, 747-400F, 767-200, 767-300, 767-300F, 767-400ER",B42365-1 - OXYGEN CYLINDER ASSY.,Carleton Technologies,B42593-1,no,B42365-1 : OXYGEN CYLINDER ASSY.
2828,P00858,"Filter, Inlet","Filter, Inlet",e8629c2cddd8,9.46,9.46,,0,"737-700, 737-800, 737-600, 737-900, 747-400, 747-400F, 767-200, 767-300, 767-300F, 767-400ER",B42365-1 - OXYGEN CYLINDER ASSY.,Carleton Technologies,B42008-1,no,B42365-1 : OXYGEN CYLINDER ASSY.
2829,P00861,Clutch Disc,Clutch Disc,5b4c98de7d6d,118.96,118.96,,0,"737-200, 737-300, 737-400, 737-500",AR6460M2MOD2 - ROTARY ACTUATOR,Goodrich,AA2177,no,AR6460M2MOD2 : ROTARY ACTUATOR
2830,P00862,Clutch Disc,Clutch Disc,148dce055dc2,174.79,174.79,,0,"737-200, 737-300, 737-400, 737-500",AR6460M2MOD2 - ROTARY ACTUATOR,Goodrich,AA2178,no,AR6460M2MOD2 : ROTARY ACTUATOR
2831,P00863,Gear and Pinion,Gear and Pinion,592d9b1b51b5,518.57,518.57,,0,"737-200, 737-300, 737-400, 737-500","AR6460M2MOD1 : ROTARY ACTUATOR, AR6460M2MOD2 : ROTARY ACTUATOR, AR6460M2MOD3 : ROTARY ACTUATOR",Goodrich,A40387,no,"AR6460M2MOD1 : ROTARY ACTUATOR, AR6460M2MOD2 : ROTARY ACTUATOR, AR6460M2MOD3 : ROTARY ACTUATOR"
2832,P00865,"Washer, Special","Washer, Special",0ab84159ae73,89.81,89.81,,0,"EMB-145ER, EMB-145LR, EMB-135ER, EMB-135LR, EMB-145XR, EMB-145EP",0,Embraer,145-79076-001,no,Uncategorized
2833,P00866,Sleeve,Sleeve,f9baa23769ae,10000,10000,,0,"EMB-145ER, EMB-145LR, EMB-135ER, EMB-135LR, EMB-145XR, EMB-145EP","145-78717-403 : PIVOT DOOR ACTUATOR, 145-78717-405 : PIVOT DOOR ACTUATOR, 145-78717-407 : PIVOT DOOR ACTUATOR, 145-78717-409 : PIVOT DOOR ACTUATOR",Embraer,145-78254-001,yes,"145-78717-403 : PIVOT DOOR ACTUATOR, 145-78717-405 : PIVOT DOOR ACTUATOR, 145-78717-407 : PIVOT DOOR ACTUATOR, 145-78717-409 : PIVOT DOOR ACTUATOR"
2834,P00867,Switch - Close,Switch - Close,4ccdd38fb10a,404.92,404.92,,0,"737-300, 737-400, 737-500","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321448-4,no,"172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2835,P00868,Switch - Open,Switch - Open,9429da344ca1,404.92,404.92,,1,"737-300, 737-400, 737-500","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321448-5,no,"172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2836,P00869,Switch,Switch,777b53f1ad13,433.26,433.26,,0,"737-300, 737-400, 737-500","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,321448-6,no,"172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2837,P00871,Diaphragm,Diaphragm,77330bb10b0c,100.67,100.67,,2,"717-200, 737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 777-200, 777-300, 777-300ER, 777F, MD-11F","3215618-2 : NOSE COWL ANTI-ICE VALVE, 3215618-3 : NOSE COWL ANTI-ICE VALVE, 3215618-4 : NOSE COWL ANTI-ICE VALVE, 3290406-2 : SURGE CONTROL VALVE ASSY, 3290662-1 : NOSE COWL ANTI ICE VALVE",Honeywell,858885-15,no,Uncategorized
2838,P00872,Diaphragm,Diaphragm,4e1b49dbe70a,10000,10000,,0,"A330-203, A330-223, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, 737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 757-200, 757-200PF, 757-300, 767-200, 767-300, 767-400E","3213868-3 : SHUTOFF REGULATOR VALVE, 3213868-4 : SHUTOFF REGULATOR VALVE, ""3213876-11 : 1-1/2"""" PRSOV"", 3215358-2 : STARTER SOV, 3215618-4 : NOSE COWL ANTI-ICE VALVE, ""3215622-1 : 2"""" DIA",Honeywell,858885-3,yes,Uncategorized
2839,P00873,Spring Set,Spring Set,dde9effc324f,593.12,593.12,,0,"747-200B, 747-200F, 747-200C, 747-300, 767-200, CF6-50C, CF6-50CA, CF6-50C1, CF6-50C2, CF6-50C2B, CF6-50C2D, CF6-50E, CF6-50E1, CF6-50E2, CF6-80A, CF6-80A1, CF6-80A2, CF6-80A3, CF6-80C2A1, CF6-80C2A2","3505448-3-1 : AIR TURBINE STARTER, 3505448-5-1 : AIR TURBINE STARTER, 384022-1-3 : AIR TURBINE ENG. STARTER, 384022-2-1 : AIR TURBINE ENG. STARTER, 384022-3-1 : AIR TURBINE ENG. STARTER, 38",Honeywell,3502132-7,no,Uncategorized
2840,P00874,Valve Housing,Valve Housing,e29f39d42d8c,938.94,938.94,,1,"CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8","3289834-1 : SOV, 3289834-4 : SOV",Honeywell,3175417-1,no,"3289834-1 : SOV, 3289834-4 : SOV"
2841,P00877,"Ring, Mating","Ring, Mating",7686a33d241b,10000,10000,,0,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP",Eaton Vickers,571490,yes,"731840 : HYDRAULIC MOTORPUMP ASSY, 848847 : HYDRAULIC MOTORPUMP ASSY, 849557 : VARIABLE DISPLACEMENT HYDRAULIC PUMP"
2842,P00878,Sealing  Ring,Sealing  Ring,aed74c6b6dd7,153.61,153.61,,7,"DC-9-14, DC-9-15, DC-9-31, DC-9-32, DC-9-32F, DC-9-34, DC-9-41, DC-9-51, DC-9-81 (MD-81), DC-9-82 (MD-82), DC-9-83 (MD-83), DC-9-87 (MD-87), MD-88, MD-90-30","321858-3-1 : 3"" ELECTRIC BUTTERFLY SHUTOFF VALVE, 392714-1-1 : PRESSURE VALVE ASSY., 396130-1-1 : FLOW CONTROL VALVE",Honeywell,3177136-1,no,"321858-3-1 : 3"" ELECTRIC BUTTERFLY SHUTOFF VALVE, 392714-1-1 : PRESSURE VALVE ASSY., 396130-1-1 : FLOW CONTROL VALVE"
2843,P00881,"Diaphragm, Air","Diaphragm, Air",f53275a205b4,85,85,,33,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A318-111, A319-112, A319-114, A319-115, A319-","204975 : COOLING TURBINE, 2205450 : AIR CYCLE MACHINE, ""3214560-2 : 2"""" PRSOV"", ""3214560-3 : 2"""" PRSOV"", ""3214958-1 : 2"""" PRSOV"", ""3214958-2 : 2"""" PRSOV"", ""3214960-2 : 1-1/2"""" PRSOV"", """,Honeywell,3179505-1,no,Uncategorized
2844,P00883,Clutch,Clutch,b6452e24e0d7,10000,10000,,0,"737-300, 737-400, 737-500","AR7077M2MOD8 : ROTARY ACTUATOR, AR7077M3MOD1 : ROTARY ACTUATOR",Goodrich,A1499-1,yes,"AR7077M2MOD8 : ROTARY ACTUATOR, AR7077M3MOD1 : ROTARY ACTUATOR"
2845,P00885,Clutch Disc Assy,Clutch Disc Assy,b76437a82425,1468.65,1468.65,,0,"737-300, 737-400, 737-500",AR7077M3 - ROTARY ACTUATOR,Goodrich,A1498-2,no,AR7077M3 : ROTARY ACTUATOR
2846,P00886,"Seal, Valve Disk","Seal, Valve Disk",167eb25d426b,516,516,,6,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, CF6-80C2D1F, CF6-80C2A5F, MD-11F","326215 : ON/OFF ANTI-ICE VALVE, 327155 : ON/OFF ANTI-ICE VALVE",Whittaker Controls,324558,no,"326215 : ON/OFF ANTI-ICE VALVE, 327155 : ON/OFF ANTI-ICE VALVE"
2847,P00887,"Seat, Upper","Seat, Upper",1f512a004dfd,540.82,540.82,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","326215 : ON/OFF ANTI-ICE VALVE, 326975 : ON/OFF ANTI-ICE VALVE, 327155 : ON/OFF ANTI-ICE VALVE",Whittaker Controls,324499,no,"326215 : ON/OFF ANTI-ICE VALVE, 326975 : ON/OFF ANTI-ICE VALVE, 327155 : ON/OFF ANTI-ICE VALVE"
2848,P00888,"Seat, Lower","Seat, Lower",2effdeb8cf19,264.3,264.3,,0,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211,","326215 : ON/OFF ANTI-ICE VALVE, 326975 : ON/OFF ANTI-ICE VALVE, 327155 : ON/OFF ANTI-ICE VALVE",Whittaker Controls,324498,no,"326215 : ON/OFF ANTI-ICE VALVE, 326975 : ON/OFF ANTI-ICE VALVE, 327155 : ON/OFF ANTI-ICE VALVE"
2849,P00889,"Adapter Shaft, Coupling","Adapter Shaft, Coupling",56be822b2f2c,308.7,308.7,,5,"DC-9-81 (MD-81), DC-9-82 (MD-82), DC-9-83 (MD-83), MD-88",314195 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Eaton Vickers,887614,no,314195 : VARIABLE DISPLACEMENT HYDRAULIC PUMP
2850,P00890,Diaphragm,Diaphragm,91ffa6bcfba4,96.39,96.39,,59,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 757-200, 757-200PF","107484 : HIGH STAGE REGULATOR, 107492 : BLEED AIR REGULATOR, 107494 : REVERSE FLOW CHECK CONTROL VALVE",Honeywell,3172211-2,no,"107484 : HIGH STAGE REGULATOR, 107492 : BLEED AIR REGULATOR, 107494 : REVERSE FLOW CHECK CONTROL VALVE"
2851,P00891,Adjuster Assembly,Adjuster Assembly,52d7e58db8ca,140.92,140.92,,0,"A340-642, A340-313",B43575-1 - OXY. PRESS. REG.,Carleton Technologies,B43584-1,no,B43575-1 : OXY. PRESS. REG.
2852,P00896,"Ring, Piston","Ring, Piston",be32cb61a95d,134.05,134.05,,0,"F.28 MARK 0100, F.28 MARK 0070","392530-10 : PRSOV, 392530-3-1 : PRSOV, 392530-8 : PRSOV",Honeywell,3181142-1,no,"392530-10 : PRSOV, 392530-3-1 : PRSOV, 392530-8 : PRSOV"
2853,P00897,Pin,Pin,af1d88d3b9e6,36.31,36.31,,0,"737-300, 737-400, 737-500",172625-7 : NOSE COWL TAI VALVE,Whittaker Controls,324592,no,172625-7 : NOSE COWL TAI VALVE
2854,P00898,"Spring, Compression","Spring, Compression",7701c1c67e1e,27.39,27.39,,0,"737-300, 737-400, 737-500","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,200590SS407,no,"172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2855,P00899,Impeller I,Impeller I,0f54b88bfea1,2634.2,2634.2,,8,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","14330-350 : VACUUM GENERATOR, J540AI4-100 : VACUUM GENERATOR",Monogram Sanitation,3930-0200-0002,no,"14330-350 : VACUUM GENERATOR, J540AI4-100 : VACUUM GENERATOR"
2856,P00900,Impeller II,Impeller II,2ed38ffd5e5f,2634.2,2634.2,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","14330-350 : VACUUM GENERATOR, J540AI4-100 : VACUUM GENERATOR",Monogram Sanitation,3931-020000-02,no,"14330-350 : VACUUM GENERATOR, J540AI4-100 : VACUUM GENERATOR"
2857,P00901,Seal Ring,Seal Ring,168cfc9c6a9e,10000,10000,,8,"747-200B, 747-200F, 747-200C, 747SP, 747-300, 747-400, 747-400F",,Hamilton Sundstrand,738463-45,yes,Uncategorized
2858,P00902,Seat-Spring,Seat-Spring,5a2ebc28e99c,51.05,51.05,,0,"757-200, 757-200PF","5006397L : GEARED ROTARY ACTUATOR, 5006397M : GEARED ROTARY ACTUATOR, 5006397N : GEARED ROTARY ACTUATOR, 5006397P : GEARED ROTARY ACTUATOR, 5006397R : GEARED ROTARY ACTUATOR, 5006398J : G",Hamilton Sundstrand,754465,no,Uncategorized
2859,P00903,Retainer,Retainer,4f514e21e644,43.39,43.39,,0,"757-200, 757-200PF","5006397M : GEARED ROTARY ACTUATOR, 5006397N : GEARED ROTARY ACTUATOR, 5006397P : GEARED ROTARY ACTUATOR, 5006397R : GEARED ROTARY ACTUATOR, 5006398K : GEARED ROTARY ACTUATOR, 5006398L : G",Hamilton Sundstrand,751693,no,Uncategorized
2860,P00904,Pin-Planet,Pin-Planet,f465d91fa60a,29.6,29.6,,0,"757-200, 757-200PF","5006397N : GEARED ROTARY ACTUATOR, 5006397P : GEARED ROTARY ACTUATOR, 5006397R : GEARED ROTARY ACTUATOR, 5006398L : GEARED ROTARY ACTUATOR, 5006398M : GEARED ROTARY ACTUATOR, 5006398N : G",Hamilton Sundstrand,751703,no,Uncategorized
2861,P00906,Plate-Output,Plate-Output,f9485d8c3530,824.45,824.45,,0,"757-200, 757-200PF","5006397M : GEARED ROTARY ACTUATOR, 5006397N : GEARED ROTARY ACTUATOR, 5006397P : GEARED ROTARY ACTUATOR, 5006397R : GEARED ROTARY ACTUATOR, 5006398K : GEARED ROTARY ACTUATOR, 5006398L : G",Hamilton Sundstrand,754459,no,Uncategorized
2862,P00907,Plate,Plate,f57b7532dcf5,451.05,451.05,,0,"757-200, 757-200PF","5006397M : GEARED ROTARY ACTUATOR, 5006397N : GEARED ROTARY ACTUATOR, 5006397P : GEARED ROTARY ACTUATOR, 5006397R : GEARED ROTARY ACTUATOR, 5006398K : GEARED ROTARY ACTUATOR, 5006398L : G",Hamilton Sundstrand,759394,no,Uncategorized
2863,P00908,Shaft-Splined,Shaft-Splined,d0b154fd9afc,1567.16,1567.16,,0,"757-200, 757-200PF","5006397M : GEARED ROTARY ACTUATOR, 5006397N : GEARED ROTARY ACTUATOR, 5006397P : GEARED ROTARY ACTUATOR, 5006397R : GEARED ROTARY ACTUATOR, 755299A : GEARED ROTARY ACTUATOR, 755299B : GEA",Hamilton Sundstrand,754505,no,Uncategorized
