ID,Title,Content,Short Description,Sku,Price,Regular Price,Sale Price,Total Sales,Eligibility,Next Highe Aassembly,OEM,OEM Part Number,TBQ,Categories
2749,P00718,Diaphragm-Assy-Regulator,Diaphragm-Assy-Regulator,027446a8a929,707.58,707.58,,0,"717-200, 737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 777-200, 777-300, 777-300ER, 777F, MD-11F","3215618-2 : NOSE COWL ANTI-ICE VALVE, 3215618-3 : NOSE COWL ANTI-ICE VALVE, 3215618-4 : NOSE COWL ANTI-ICE VALVE, 3290662-1 : NOSE COWL ANTI ICE VALVE ASSEMBY, 3399046-1 : HIGH STAGE PILOT",Honeywell,858886-43,no,Uncategorized
2750,P00720,Diaphragm Air Pressure,Diaphragm Air Pressure,0fabcc350ce5,10000,10000,,0,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F, 757-200, 757-20","396398-2 : FLOW CONTROL VALVE, 396416-1 : FLOW CONTROL VALVE, 396416-2 : FLOW CONTROL VALVE, 396416-3 : FLOW CONTROL VALVE, 396430-1 : FLOW CONTROL AND SHUTOFF VALVE, 396430-2 : FLOW CONT",Honeywell,3172742-1,yes,Uncategorized
2751,P00721,Shaft-Fan,Shaft-Fan,f1a819cc8267,1155.49,1155.49,,0,"737-700, 737-800, 737-600, 737-900, 737-8","2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE",Honeywell,2205774-1,no,"2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE"
2752,P00723,"Ring, Sealing","Ring, Sealing",e631eac2ecd0,22.73,22.73,,0,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","6713D040000 : HP BLEED VALVE, 6713D050000 : HP BLEED VALVE, 6713D060000 : HP BLEED VALVE, 6713D070000 : HP BLEED VALVE, 6714D060000 : BLEED VALVE, 6753D010000 : HP BLEED VALVE, 6754D01000",Liebherr,6773-15,no,Uncategorized
2753,P00725,"Ring, Piston","Ring, Piston",530df0810db6,377.31,377.31,,31,"737-400, 737-800, 757-200, 757-200PF, 757-300, 767-200, 767-300, 767-300F, 767-400ER, 737-900ER","3214230-2 : TRIM AIR PRESSURE REGULATING &amp; SHUTOFF VALVE, 3214862-1 : TRIM AIR PRESS. REGULATOR VALVE, 3214962-1 : TRIM AIR PRESSURE REGULATING &amp; SHUTOFF VALVE, 3214972-1 : TRIM AIR PRESSURE",Honeywell,3169853-1,no,Uncategorized
2754,P00726,"Body,Clapper","Body,Clapper",3da2dcc5d656,216.67,216.67,,1,"A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231,","1303A0000-03 : FLOW CONTROL VALVE, 1613A0000-02 : FLOW CONTROL VALVE, 1613A0000-3 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : F",Liebherr,6729-01620,no,Uncategorized
2755,P00727,Clapper,Clapper,8ce3bf3e0f5e,10000,10000,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212, A330-202,","1613A0000-02 : FLOW CONTROL VALVE, 1613A0000-3 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FL",Liebherr,6729-315,yes,Uncategorized
2756,P00728,Sealing Ring,Sealing Ring,a99639d74c19,102.89,102.89,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-211, A321-212, A320-216","751A0000-07 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE",Liebherr,6729-415,no,"751A0000-07 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE"
2757,P00729,Seal,Seal,3c4ed4cbb496,10.21,10.21,,1,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","6730A02 : FAN AIR VALVE, 6730B01 : FAN AIR VALVE, 6732A010000 : FAN AIR VALVE, 6740B03 : OVERPRESSURE VALVE, 6740B04 : OVERPRESSURE VALVE, 6740B050000 : OVERPRESSURE VALVE, 6740E010000 :",Liebherr,6730-30,no,Uncategorized
2758,P00730,Clapper,Clapper,dec1df39f049,181.06,181.06,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212, A320-216","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-241,no,"751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE"
2759,P00731,"Guide,Spring","Guide,Spring",4b1c0a4c227c,203.67,203.67,,0,"A310 MODEL 324, A310 MODEL 325, A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-23","3031863-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 623977 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887111 : HYDRAULIC MOTORPUMP ASSY, 887673 : HYDRAULIC MOTORPUMP ASSY",Eaton Vickers,624125,no,"3031863-001 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 623977 : VARIABLE DISPLACEMENT HYDRAULIC PUMP, 887111 : HYDRAULIC MOTORPUMP ASSY, 887673 : HYDRAULIC MOTORPUMP ASSY"
2760,P00732,Screw,Screw,215257d59ed6,92.17,92.17,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212, A320-216","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-328,no,"751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE"
2761,P00734,Shroud-Fan,Shroud-Fan,cc30fc62315b,1630.19,1630.19,,2,"737-700, 737-800, 737-600, 737-900, 737-8","2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE",Honeywell,2206419-1,no,"2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE"
2762,P00735,Seal-CPRSR,Seal-CPRSR,257324b0f690,464.2,464.2,,0,"737-700, 737-800, 737-600, 737-900, 737-8","2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE",Honeywell,2205956-1,no,"2206400-1 : AIR CYCLE MACHINE, 2206400-2 : AIR CYCLE MACHINE"
2763,P00736,Bushing,Bushing,b1f1c51a636c,55.03,55.03,,0,"A319-111, A319-112, A319-113, A319-114, A319-131, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131, A321-211, A321-231, A321-212","751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE",Liebherr,6729-445,no,"751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : FLOW CONTROL VALVE"
2764,P00737,Valve Assy-Ball,Valve Assy-Ball,70f7a13a053c,1688.1,1688.1,,0,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A319-132, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213,","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE """,Honeywell,967150-3,no,"3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE """
2765,P00738,"Retainer, Spring","Retainer, Spring",3be8704f4321,292.73,292.73,,1,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 747-300, 747-400, 7","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", 3290694",Honeywell,3175500-1,no,Uncategorized
2766,P00739,Spring,Spring,a7e32f0e7e0b,56.95,56.95,,9,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 747-400, 767-300, C","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", 3291172",Honeywell,3175499-1,no,Uncategorized
2767,P00740,Gasket,Gasket,11ca29a2fffe,36.02,36.02,,4,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112,","3290064-10 : 4"" STARTER VALVE , ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE "", ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE "", ""329006",Honeywell,3176480-4,no,Uncategorized
2768,P00742,"Guide, Spring","Guide, Spring",0294f60a2a70,1689.29,1689.29,,53,"747-400, 747-400F, 767-200, 767-300, 767-300F","802170-10 : HPSOV, 802170-11 : HPSOV, 802170-12 : HPSOV, 802170-9 : HPSOV",Hamilton Sundstrand,1001788-1,no,"802170-10 : HPSOV, 802170-11 : HPSOV, 802170-12 : HPSOV, 802170-9 : HPSOV"
2769,P00743,"Spring,Helical Compression","Spring,Helical Compression",f0762b97f110,410.77,410.77,,55,"747-400, 747-400F, 767-200, 767-300, 767-300F","802170-11 : HPSOV, 802170-12 : HPSOV",Hamilton Sundstrand,1001774-1,no,"802170-11 : HPSOV, 802170-12 : HPSOV"
2770,P00744,Diaphragm Assy,Diaphragm Assy,846836229f60,318.98,318.98,,5,"A318-111, A318-112, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A321-212, A321-213, A340-211, A340-212, A340-213, A340-311,","3289630-1 : 3"" STARTER CONTROL VALVE, ""3289630-3 : 3"""" STARTER CONTROL VALVE"", ""3290064-10 : 4"""" STARTER VALVE "", ""3290064-13 : 4"""" STARTER VALVE "", ""3290064-17 : 4"""" STARTER VALVE """,Honeywell,974903-2,no,Uncategorized
2771,P00745,"Subassembly Shaft, External Drive","Subassembly Shaft, External Drive",1c65aeb56f54,10000,10000,,0,"737-200, 737-300, 737-400, 737-500",55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP,Parker Hannifin,21709,yes,55098-08 : VARIABLE DISPLACEMENT HYDRAULIC PUMP
2772,P00746,"Ring,Piston","Ring,Piston",2b2383ff5bb8,91.12,91.12,,5,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, CFM56-5C2, CFM56-5C","3290064-17 : 4"" STARTER VALVE , ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE """,Honeywell,974353-1,no,"3290064-17 : 4"" STARTER VALVE , ""3290064-18 : 4"""" STARTER VALVE "", ""3290064-19 : 4"""" STARTER VALVE """
2773,P00747,Diaphragm,Diaphragm,80a86d13c418,76.65,76.65,,111,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900, 737-900ER","3289562-3 : 4"" PRECOOLER CONTROL VALVE, ""3289562-4 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-6 : 4"""" PRECOOLER CONTROL VALVE""",Honeywell,3171757-2,no,"3289562-3 : 4"" PRECOOLER CONTROL VALVE, ""3289562-4 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-5 : 4"""" PRECOOLER CONTROL VALVE"", ""3289562-6 : 4"""" PRECOOLER CONTROL VALVE"""
2774,P00749,Ring-Piston,Ring-Piston,58e497d855b8,242.84,242.84,,13,"737-300, 737-400, 737-500, 747-400, 767-300, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","3214442-4 : 2"" PRSOV, 3215618-2 : NOSE COWL ANTI-ICE VALVE, 3215618-3 : NOSE COWL ANTI-ICE VALVE, 3215618-4 : NOSE COWL ANTI-ICE VALVE, 3290662-1 : NOSE COWL ANTI ICE VALVE ASSEMBY, ""979742",Honeywell,3163268-7,no,Uncategorized
2775,P00750,Split Bearing,Split Bearing,30b98d40833c,10000,10000,,0,"A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Barber-Colman,FYLB-141,yes,"FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV"
2776,P00752,Seal,Seal,753c69ac3541,165.71,165.71,,0,"A330-202, A330-203, A330-301, A330-302, A330-303, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Smiths Aerospace,AL5-34,no,"FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV"
2777,P00756,"Seal, Metallic","Seal, Metallic",6b992297d2b8,113.56,113.56,,4,"737-300, 737-400, 737-500","172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE",Whittaker Controls,200557-04-1-0,no,"172625-5 : NOSE COWL TAI VALVE, 172625-6 : NOSE COWL TAI VALVE, 172625-7 : NOSE COWL TAI VALVE"
2778,P00757,Ring-Piston,Ring-Piston,aa2227fcc29c,10000,10000,,0,"CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, PW4152, PW4156A, PW4158","3213868-3 : SHUTOFF REGULATOR VALVE, 3213868-4 : SHUTOFF REGULATOR VALVE, 3289834-1 : SOV, 3289834-4 : SOV",Honeywell,859989-46,yes,"3213868-3 : SHUTOFF REGULATOR VALVE, 3213868-4 : SHUTOFF REGULATOR VALVE, 3289834-1 : SOV, 3289834-4 : SOV"
2779,P00758,"Ring, Piston","Ring, Piston",10810dde3841,45.53,45.53,,2,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 203, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A300 MODEL C4-605R VARIANT F,",398398-2 : TRIM AIR VALVE,Honeywell,859989-29,no,398398-2 : TRIM AIR VALVE
2780,P00759,"Ring,Piston","Ring,Piston",033b351712f1,107.95,107.95,,5,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"898930-10 : 2-1/2"" PNEU. PRSOV, ""898930-8 : 2-1/2"""" PNEU. PRSOV""",Honeywell,3163268-2,no,"898930-10 : 2-1/2"" PNEU. PRSOV, ""898930-8 : 2-1/2"""" PNEU. PRSOV"""
2781,P00760,Diaphragm,Diaphragm,e4dc96ea83ad,85.18,85.18,,0,"A330-301, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642, CF6-80C2D1F, CF6-80C2A5F, MD-11F","FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV",Barber-Colman,BYLB922,no,"FYLB52145-1 : ANTI-ICE PNEU. SOV, FYLB52145-2 : ANTI-ICE PNEU. SOV, FYLB52230-1 : ANTI-ICE PNEU. SOV, FYLB52230-2 : ANTI-ICE PNEU. SOV"
2782,P00761,"Shaft,Upper","Shaft,Upper",9e9ab4954fff,567.53,567.53,,0,"CF6-80C2D1F, CF6-80C2A5F, MD-11F",FYLB52230-2 - ANTI-ICE PNEU. SOV,Barber-Colman,FYLB172-1,no,FYLB52230-2 : ANTI-ICE PNEU. SOV
2783,P00762,Ring,Ring,f52102e48285,91.16,91.16,,54,"737-400, 737-800, 747-400, 757-200, 757-200PF, 757-300, 767-200, 767-300, 767-400ER, 777-200, 777-300","3289696-1 : LOW LIMIT CONTROL VALVE, 3290206-1 : STANDBY PACK TEMP. CONTROL VALVE, 3290206-2 : STANDBY PACK TEMP. CONTROL VALVE, ""398786-2 : 2"""" TRIM AIR SUPPLY MODULATING VALVE"", ""398786-3",Honeywell,3179816-1,no,Uncategorized
2784,P00763,Ring Piston,Ring Piston,219ec52dc8b9,272.97,272.97,,6,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"3213876-11 : 1-1/2"" ? PRSOV",Honeywell,859989-45,no,"3213876-11 : 1-1/2"" ? PRSOV"
2785,P00768,Diaphragm Assembly,Diaphragm Assembly,75b6c7a1c7e2,10000,10000,,1,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-603, A300 MODEL B4-620, A300 MODEL B4-605R, A330-203, A330-223, A330-343, A340-211, A340-","204975-18 : COOLING TURBINE, 204975-19 : COOLING TURBINE, 204975-23 : COOLING TURBINE, 204975-25 : COOLING TURBINE, 2205450-1 : AIR CYCLE MACHINE, 3215358-2 : STARTER SOV, ""3215622-1 :",Honeywell,3182175-1,yes,Uncategorized
2786,P00769,"Spring, Clutch","Spring, Clutch",d5a8af1604af,68.36,68.36,,0,"757-200, 757-200PF, 767-200, 767-300, CF6-80A, CF6-80A2, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F","774984-1 : PNEUMATIC STARTER, 774984-2 : PNEUMATIC STARTER, 774984-3 : PNEUMATIC STARTER, 775550-2 : PNEUMATIC STARTER, 775550-3 : PNEUMATIC STARTER, 775550-4 : PNEUMATIC STARTER, 784750A",Hamilton Sundstrand,728832-14,no,Uncategorized
2787,P00770,"Spring, Clutch","Spring, Clutch",ba4a5ef5d8d5,72.52,72.52,,3,"757-200, 757-200PF, 767-200, 767-300, CF6-80A, CF6-80A2, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B2, CF6-80C2B4, CF6-80C2B6, CF6-80C2B1F","774984-1 : PNEUMATIC STARTER, 774984-2 : PNEUMATIC STARTER, 774984-3 : PNEUMATIC STARTER, 775550-2 : PNEUMATIC STARTER, 775550-3 : PNEUMATIC STARTER, 775550-4 : PNEUMATIC STARTER, 784750A",Hamilton Sundstrand,728832-13,no,Uncategorized
2788,P00771,Spring,Spring,f8359f0da4c9,45.86,45.86,,0,"747-400, 747-400F","B0040410-001331 : LAV WASTE FLAP ASSY., B0040410-002331 : LAV WASTE FLAP ASSY.",Jamco,BS061413-5,no,"B0040410-001331 : LAV WASTE FLAP ASSY., B0040410-002331 : LAV WASTE FLAP ASSY."
2789,P00773,"Body,Valve Assembly","Body,Valve Assembly",c286d506c585,319.75,319.75,,2,"A319-111, A319-112, A319-113, A319-114, A319-131, A319-132, A320-111, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-211, A321-212, A330-202, A330-203, A330-223, A330-243,","1613A0000-02 : FLOW CONTROL VALVE, 1613A0000-03 : FLOW CONTROL VALVE, 751A0000-07 : FLOW CONTROL VALVE, 751B0000-02 : FLOW CONTROL VALVE, 751F0000-01 : FLOW CONTROL VALVE, 751G0000-01 : F",Liebherr,6729-01610,no,Uncategorized
2790,P00774,Gasket-Valve,Gasket-Valve,0796454411ae,41.27,41.27,,13,"ATR42-200, ATR42-300, ATR42-320, ATR42-500, ATR72-101, ATR72-201, ATR72-102, ATR72-202, ATR72-211, ATR72-212, ATR72-212A, 757-200, 757-200PF, 767-200, 767-300, 767-400ER","3213876-11 : 1-1/2"" PRSOV, ""3215622-1 : 2"""" DIAMETER PRSOV"", ""3215622-2 : 2"""" DIAMETER PRSOV"", ""898930-10 : 2-1/2"""" PNEU. PRSOV"", ""898930-8 : 2-1/2"""" PNEU. PRSOV""",Honeywell,3164893-1,no,"3213876-11 : 1-1/2"" PRSOV, ""3215622-1 : 2"""" DIAMETER PRSOV"", ""3215622-2 : 2"""" DIAMETER PRSOV"", ""898930-10 : 2-1/2"""" PNEU. PRSOV"", ""898930-8 : 2-1/2"""" PNEU. PRSOV"""
2791,P00775,Piston Ring,Piston Ring,f592659f1967,151.8,151.8,,1,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"3215622-1 : 2"" DIAMETER PRSOV, ""3215622-2 : 2"""" DIAMETER PRSOV""",Honeywell,3163268-1,no,"3215622-1 : 2"" DIAMETER PRSOV, ""3215622-2 : 2"""" DIAMETER PRSOV"""
2792,P00776,Diaphragm-Air,Diaphragm-Air,5049ee99fe95,10000,10000,,1,CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440),"3215622-1 : 2"" DIAMETER PRSOV, ""3215622-2 : 2"""" DIAMETER PRSOV""",Honeywell,3176646-1,yes,"3215622-1 : 2"" DIAMETER PRSOV, ""3215622-2 : 2"""" DIAMETER PRSOV"""
2793,P00777,Pin-Headed Straight,Pin-Headed Straight,bc4b8d559675,10000,10000,,2,"A318-111, A319-111, A319-112, A319-113, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, A340-211, A340-212, A340-213, A340-311, A340-313, 737-300, 737-400, 7","3213876-11 : 1-1/2"" PRSOV, 3214446-2 : HIGH STAGE VALVE, 3214446-3 : HIGH STAGE VALVE, 3214446-4 : HIGH STAGE VALVE, 3214488-2 : DUAL PURPOSE VALVE, 3214488-3 : DUAL PURPOSE VALVE, 321448",Honeywell,975945-5,yes,Uncategorized
2794,P00778,Spring Extension,Spring Extension,f0e636fe227d,3.26,3.26,,0,"757-200, 767-300, 777-200","125156-01AB : LEGREST SLIDING FRAME ASSEMBLY, 125156-03AB : LEGREST SLIDING FRAME ASSEMBLY, 125156-05AB : LEGREST SLIDING FRAME ASSEMBLY",B/E Aerospace,LE049D05M,no,"125156-01AB : LEGREST SLIDING FRAME ASSEMBLY, 125156-03AB : LEGREST SLIDING FRAME ASSEMBLY, 125156-05AB : LEGREST SLIDING FRAME ASSEMBLY"
2795,P00779,"Spring, Helical, Compression","Spring, Helical, Compression",616a5f67f0d7,3,3,,0,"PW2037, PW2040",0,Pratt &amp; Whitney,1A7127,no,Uncategorized
2796,P00780,"Spring, Helical, Compression","Spring, Helical, Compression",1107923f82cf,7.8,7.8,,0,"PW2037, PW2040",0,Pratt &amp; Whitney,1A3065,no,Uncategorized
2797,P00781,"Spring, Helical, Compression","Spring, Helical, Compression",7c0aa5c2d1f7,8.92,8.92,,0,"PW2037, PW2040",0,Pratt &amp; Whitney,1A3067,no,Uncategorized
2798,P00782,"Spring, Helical, Compression","Spring, Helical, Compression",1fc68775f379,9.18,9.18,,0,"PW4052, PW4056, PW4060, PW4060A, PW4152, PW4156A, PW4158, PW4460, PW4462",51B170 : SEAL ASSY. : NO. 1 BEARING,Pratt &amp; Whitney,50B946,no,51B170 : SEAL ASSY. : NO. 1 BEARING
2799,P00783,"Ring, Piston","Ring, Piston",8216eb8d6bee,144.64,144.64,,0,"A330-203, A330-223, A330-343, A340-211, A340-212, A340-213, A340-311, A340-313, A340-642","3290488-3 : ANTI-ICE VALVE, 3290488-5 : ANTI-ICE VALVE, 972A0000-02 : ANTI-ICE VALVE, 972A0000-03 : ANTI-ICE VALVE",Honeywell,3177245-1,no,"3290488-3 : ANTI-ICE VALVE, 3290488-5 : ANTI-ICE VALVE, 972A0000-02 : ANTI-ICE VALVE, 972A0000-03 : ANTI-ICE VALVE"
2800,P00787,Poppet Valve,Poppet Valve,271ae38f91f9,930.75,930.75,,0,"A300 MODEL B4-605R, 757-200, 757-200PF, 767-200, 767-300, 767-400ER, CL-600-2B19 (REGIONAL JET SERIES 100 &amp; 440)","979806-10 : 4"" SURGE CONTROL VALVE, ""979806-11 : 4"""" SURGE CONTROL VALVE"", ""979806-12 : 4"""" SURGE CONTROL VALVE"", ""979806-9 : 4"""" SURGE CONTROL VALVE"", ""979806 : 4"""" SURGE CONTROL VALVE""",Honeywell,3163811-3,no,"979806-10 : 4"" SURGE CONTROL VALVE, ""979806-11 : 4"""" SURGE CONTROL VALVE"", ""979806-12 : 4"""" SURGE CONTROL VALVE"", ""979806-9 : 4"""" SURGE CONTROL VALVE"", ""979806 : 4"""" SURGE CONTROL VALVE"""
2801,P00788,Diaphragm,Diaphragm,55a63ae16ef3,177.59,177.59,,43,"A310 MODEL 204, A310 MODEL 222, A310 MODEL 322, A310 MODEL 324, A310 MODEL 304, A310 MODEL 325, A300 MODEL B4-605R, 757-200, 757-200PF, 767-200, 767-300, 767-400ER, A300 MODEL F4-605R, A300 MODEL B4-","979806-11 : 4"" SURGE CONTROL VALVE, ""979806-12 : 4"""" SURGE CONTROL VALVE""",Honeywell,3176350-1,no,"979806-11 : 4"" SURGE CONTROL VALVE, ""979806-12 : 4"""" SURGE CONTROL VALVE"""
